"ch_version","name","value","changed"
"1.1.54046","memory_tracker_fault_probability","0",0
"1.1.54046","enable_http_compression","0",0
"1.1.54046","http_zlib_compression_level","3",0
"1.1.54046","http_native_compression_disable_checksumming_on_decompress","0",0
"1.1.54046","resharding_barrier_timeout","300",0
"1.1.54046","count_distinct_implementation","uniq",0
"1.1.54046","output_format_write_statistics","1",0
"1.1.54046","add_http_cors_header","0",0
"1.1.54046","input_format_skip_unknown_fields","0",0
"1.1.54046","output_format_json_quote_64bit_integers","1",0
"1.1.54046","max_rows_to_read","0",0
"1.1.54046","max_bytes_to_read","0",0
"1.1.54046","read_overflow_mode","throw",0
"1.1.54046","max_rows_to_group_by","0",0
"1.1.54046","group_by_overflow_mode","throw",0
"1.1.54046","max_bytes_before_external_group_by","0",0
"1.1.54046","max_rows_to_sort","0",0
"1.1.54046","max_bytes_to_sort","0",0
"1.1.54046","sort_overflow_mode","throw",0
"1.1.54046","max_bytes_before_external_sort","0",0
"1.1.54046","max_result_rows","0",0
"1.1.54046","max_result_bytes","0",0
"1.1.54046","result_overflow_mode","throw",0
"1.1.54046","max_execution_time","0",0
"1.1.54046","timeout_overflow_mode","throw",0
"1.1.54046","min_execution_speed","0",0
"1.1.54046","timeout_before_checking_execution_speed","0",0
"1.1.54046","max_columns_to_read","0",0
"1.1.54046","max_temporary_columns","0",0
"1.1.54046","max_temporary_non_const_columns","0",0
"1.1.54046","max_subquery_depth","100",0
"1.1.54046","max_pipeline_depth","1000",0
"1.1.54046","max_ast_depth","1000",0
"1.1.54046","max_ast_elements","50000",0
"1.1.54046","readonly","0",0
"1.1.54046","max_rows_in_set","0",0
"1.1.54046","max_bytes_in_set","0",0
"1.1.54046","set_overflow_mode","throw",0
"1.1.54046","max_rows_in_join","0",0
"1.1.54046","max_bytes_in_join","0",0
"1.1.54046","join_overflow_mode","throw",0
"1.1.54046","max_rows_to_transfer","0",0
"1.1.54046","max_bytes_to_transfer","0",0
"1.1.54046","transfer_overflow_mode","throw",0
"1.1.54046","max_rows_in_distinct","0",0
"1.1.54046","max_bytes_in_distinct","0",0
"1.1.54046","distinct_overflow_mode","throw",0
"1.1.54046","max_memory_usage","10000000000",1
"1.1.54046","max_memory_usage_for_user","0",0
"1.1.54046","max_memory_usage_for_all_queries","0",0
"1.1.54046","max_network_bandwidth","0",0
"1.1.54046","max_network_bytes","0",0
