"ch_version","name","is_aggregate","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","returned_value","examples","categories"
"23.8.9.54","JSON_VALUE",0,0,"","","System","","","","","",""
"23.8.9.54","intHash64",0,0,"","","System","","","","","",""
"23.8.9.54","intHash32",0,0,"","","System","","","","","",""
"23.8.9.54","multiSearchFirstIndexUTF8",0,0,"","","System","","","","","",""
"23.8.9.54","getSetting",0,0,"","","System","","","","","",""
"23.8.9.54","isValidUTF8",0,0,"","","System","","","","","",""
"23.8.9.54","toUTCTimestamp",0,0,"","","System","","","","","",""
"23.8.9.54","endsWith",0,0,"","","System","","","","","",""
"23.8.9.54","toIntervalHour",0,0,"","","System","","","","","",""
"23.8.9.54","toIntervalMinute",0,0,"","","System","","","","","",""
"23.8.9.54","toIntervalMillisecond",0,0,"","","System","","","","","",""
"23.8.9.54","parseDateTime64BestEffortUSOrZero",0,0,"","","System","","","","","",""
"23.8.9.54","parseDateTime64BestEffortOrZero",0,0,"","","System","","","","","",""
"23.8.9.54","parseDateTime64BestEffort",0,0,"","","System","","","","","",""
"23.8.9.54","parseDateTime32BestEffort",0,0,"","","System","","","","","",""
"23.8.9.54","parseDateTimeBestEffortOrNull",0,0,"","","System","","","","","",""
"23.8.9.54","parseDateTimeBestEffortOrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toIPv6OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toIPv4OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toUUIDOrNull",0,0,"","","System","","","","","",""
"23.8.9.54","parseDateTimeBestEffort",0,0,"","","System","","","","","",""
"23.8.9.54","toDecimal128OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toDecimal64OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toDecimal32OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toDateTimeOrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toDate32OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toDateOrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toFloat64OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toInt256OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toInt128OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toInt64OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toUInt128OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toUInt64OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toUInt8OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","toIPv6OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toIPv4OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toDecimal256OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toDecimal64OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toDecimal32OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toDate32OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toDateOrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toFloat64OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toFloat32OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toInt128OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toInt64OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toInt16OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toUInt128OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toUInt32OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","toString",0,0,"","","System","","","","","",""
"23.8.9.54","toDateTime",0,0,"","","System","","","","","",""
"23.8.9.54","toDecimal128",0,0,"","","System","","","","","",""
"23.8.9.54","toDecimal64",0,0,"","","System","","","","","",""
"23.8.9.54","toFloat64",0,0,"","","System","","","","","",""
"23.8.9.54","toFloat32",0,0,"","","System","","","","","",""
"23.8.9.54","toInt128",0,0,"","","System","","","","","",""
"23.8.9.54","toInt32",0,0,"","","System","","","","","",""
"23.8.9.54","toInt8",0,0,"","","System","","","","","",""
"23.8.9.54","toUInt256",0,0,"","","System","","","","","",""
"23.8.9.54","toUInt64",0,0,"","","System","","","","","",""
"23.8.9.54","toDecimal32",0,0,"","","System","","","","","",""
"23.8.9.54","toUInt32",0,0,"","","System","","","","","",""
"23.8.9.54","toUInt8",0,0,"","","System","","","","","",""
"23.8.9.54","blockSize",0,0,"","","System","","","","","",""
"23.8.9.54","toUInt16",0,0,"","","System","","","","","",""
"23.8.9.54","isNotNull",0,0,"","","System","","","","","",""
"23.8.9.54","UUIDStringToNum",0,0,"","","System","","","","","",""
"23.8.9.54","roundDown",0,0,"","","System","","","","","",""
"23.8.9.54","trunc",0,1,"","","System","","","","","",""
"23.8.9.54","ceil",0,1,"","","System","","","","","",""
"23.8.9.54","roundBankers",0,0,"","","System","","","","","",""
"23.8.9.54","round",0,1,"","","System","","","","","",""
"23.8.9.54","regionToName",0,0,"","","System","","","","","",""
"23.8.9.54","toUUID",0,0,"","","System","","","","","",""
"23.8.9.54","regionToCountry",0,0,"","","System","","","","","",""
"23.8.9.54","regionToArea",0,0,"","","System","","","","","",""
"23.8.9.54","regionToCity",0,0,"","","System","","","","","",""
"23.8.9.54","cutQueryString",0,0,"","","System","","","","","",""
"23.8.9.54","BLAKE3",0,0,"","","System","
Calculates BLAKE3 hash string and returns the resulting set of bytes as FixedString.
This cryptographic hash-function is integrated into ClickHouse with BLAKE3 Rust library.
The function is rather fast and shows approximately two times faster performance compared to SHA-2, while generating hashes of the same length as SHA-256.
It returns a BLAKE3 hash as a byte array with type FixedString(32).
","","","","hash:

``` sql
SELECT hex(BLAKE3('ABC'))
```

``` text

```
","Hash, Hash"
"23.8.9.54","wyHash64",0,0,"","","System","","","","","",""
"23.8.9.54","xxHash32",0,0,"","","System","","","","","",""
"23.8.9.54","javaHashUTF16LE",0,0,"","","System","","","","","",""
"23.8.9.54","javaHash",0,0,"","","System","","","","","",""
"23.8.9.54","URLHash",0,0,"","","System","","","","","",""
"23.8.9.54","metroHash64",0,0,"","","System","","","","","",""
"23.8.9.54","farmHash64",0,0,"","","System","","","","","",""
"23.8.9.54","farmFingerprint64",0,0,"","","System","","","","","",""
"23.8.9.54","sipHash128Reference",0,0,"","","System","Like [sipHash128](#hash_functions-siphash128) but implements the 128-bit algorithm from the original authors of SipHash.","","","","hash:

``` sql
SELECT hex(sipHash128Reference('foo', '\x01', 3))
```

``` text

```
","Hash, Hash"
"23.8.9.54","sipHash128",0,0,"","","System","","","","","",""
"23.8.9.54","mapExtractKeyLike",0,0,"","","System","Returns a map with elements which key matches the specified pattern.","","","","mapExtractKeyLike:

``` sql
SELECT mapExtractKeyLike(map('k1-1', 1, 'k2-1', 2), 'k1%')
```

``` text

```
","Map, Map"
"23.8.9.54","sipHash128ReferenceKeyed",0,0,"","","System","Same as [sipHash128Reference](#hash_functions-siphash128reference) but additionally takes an explicit key argument instead of using a fixed key.","","","","hash:

``` sql
SELECT hex(sipHash128ReferenceKeyed((506097522914230528, 1084818905618843912),'foo', '\x01', 3));
```

``` text

```
","Hash, Hash"
"23.8.9.54","mapPartialSort",0,0,"","","System","The same as arrayReverseSort.","","","","mapPartialSort:

``` sql
SELECT mapPartialSort((k, v) -> v, 2, map('k1', 3, 'k2', 1, 'k3', 2))
```

``` text

```
","Map, Map"
"23.8.9.54","mapSort",0,0,"","","System","The same as arraySort.","","","","mapSort:

``` sql
SELECT mapSort((k, v) -> v, map('k1', 3, 'k2', 1, 'k3', 2))
```

``` text

```
","Map, Map"
"23.8.9.54","mapAll",0,0,"","","System","The same as arrayAll.","","","","mapAll:

``` sql
SELECT mapAll((k, v) -> v = 1, map('k1', 1, 'k2', 2))
```

``` text

```
","Map, Map"
"23.8.9.54","mapFilter",0,0,"","","System","The same as arrayFilter.","","","","mapFilter:

``` sql
SELECT mapFilter((k, v) -> v > 1, map('k1', 1, 'k2', 2))
```

``` text

```
","Map, Map"
"23.8.9.54","char",0,1,"","","System","","","","","",""
"23.8.9.54","mapContains",0,0,"","","System","Checks whether the map has the specified key.","","","","mapContains:

``` sql
SELECT mapContains(map('k1', 'v1', 'k2', 'v2'), 'k1')
```

``` text

```
","Map, Map"
"23.8.9.54","toIPv4",0,0,"","","System","","","","","",""
"23.8.9.54","mapValues",0,0,"","","System","Returns an array with the values of map.","","","","mapValues:

``` sql
SELECT mapValues(map('k1', 'v1', 'k2', 'v2'))
```

``` text

```
","Map, Map"
"23.8.9.54","mapConcat",0,0,"","","System","The same as arrayConcat.","","","","mapConcat:

``` sql
SELECT mapConcat(map('k1', 'v1'), map('k2', 'v2'))
```

``` text

```
","Map, Map"
"23.8.9.54","toDate32",0,0,"","","System","","","","","",""
"23.8.9.54","lowCardinalityIndices",0,0,"","","System","","","","","",""
"23.8.9.54","decrypt",0,0,"","","System","","","","","",""
"23.8.9.54","logTrace",0,0,"","","System","","","","","",""
"23.8.9.54","toInt16OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","timeSlots",0,0,"","","System","","","","","",""
"23.8.9.54","stringToH3",0,0,"","","System","","","","","",""
"23.8.9.54","asinh",0,0,"","","System","","","","","",""
"23.8.9.54","cutWWW",0,0,"","","System","","","","","",""
"23.8.9.54","toInt8OrZero",0,0,"","","System","","","","","",""
"23.8.9.54","SHA1",0,0,"","","System","","","","","",""
"23.8.9.54","MD5",0,0,"","","System","","","","","",""
"23.8.9.54","halfMD5",0,0,"","","System","","","","","",""
"23.8.9.54","h3GetIndexesFromUnidirectionalEdge",0,0,"","","System","","","","","",""
"23.8.9.54","JSONExtractKeys",0,0,"","","System","","","","","",""
"23.8.9.54","JSONExtractKeysAndValuesRaw",0,0,"","","System","","","","","",""
"23.8.9.54","toUInt16OrNull",0,0,"","","System","","","","","",""
"23.8.9.54","JSONExtractRaw",0,0,"","","System","","","","","",""
"23.8.9.54","JSONExtractString",0,0,"","","System","","","","","",""
"23.8.9.54","SHA512",0,0,"","","System","","","","","",""
"23.8.9.54","JSONExtractFloat",0,0,"","","System","","","","","",""
"23.8.9.54","JSONKey",0,0,"","","System","","","","","",""
"23.8.9.54","JSONLength",0,0,"","","System","","","","","",""
"23.8.9.54","isValidJSON",0,0,"","","System","","","","","",""
"23.8.9.54","windowID",0,0,"","","System","","","","","",""
"23.8.9.54","hopStart",0,0,"","","System","","","","","",""
"23.8.9.54","hop",0,0,"","","System","","","","","",""
"23.8.9.54","detectTonality",0,0,"","","System","","","","","",""
"23.8.9.54","toRelativeWeekNum",0,0,"","","System","","","","","",""
"23.8.9.54","makeDateTime64",0,0,"","","System","","","","","",""
"23.8.9.54","makeDateTime",0,0,"","","System","","","","","",""
"23.8.9.54","makeDate",0,1,"","","System","","","","","",""
"23.8.9.54","showCertificate",0,0,"","","System","","","","","",""
"23.8.9.54","nested",0,0,"","","System","
Returns the array of tuples from multiple arrays.
","","","","nested:

``` sql
SELECT nested(['keys', 'values'], ['key_1', 'key_2'], ['value_1','value_2'])
```

``` text

```
","OtherFunctions, OtherFunctions"
"23.8.9.54","h3EdgeLengthM",0,0,"","","System","","","","","",""
"23.8.9.54","__bitWrapperFunc",0,0,"","","System","","","","","",""
"23.8.9.54","extractGroups",0,0,"","","System","","","","","",""
"23.8.9.54","transactionLatestSnapshot",0,0,"","","System","","","","","",""
"23.8.9.54","transactionID",0,0,"","","System","","","","","",""
"23.8.9.54","polygonsEqualsCartesian",0,0,"","","System","","","","","",""
"23.8.9.54","UUIDNumToString",0,0,"","","System","","","","","",""
"23.8.9.54","IPv4StringToNumOrDefault",0,0,"","","System","","","","","",""
"23.8.9.54","IPv4NumToStringClassC",0,0,"","","System","","","","","",""
"23.8.9.54","IPv4NumToString",0,0,"","","System","","","","","",""
"23.8.9.54","isIPv6String",0,0,"","","System","","","","","",""
"23.8.9.54","JSON_QUERY",0,0,"","","System","","","","","",""
"23.8.9.54","isIPv4String",0,0,"","","System","","","","","",""
"23.8.9.54","IPv4CIDRToRange",0,0,"","","System","","","","","",""
"23.8.9.54","IPv6CIDRToRange",0,0,"","","System","","","","","",""
"23.8.9.54","MACStringToNum",0,0,"","","System","","","","","",""
"23.8.9.54","cutIPv6",0,0,"","","System","","","","","",""
"23.8.9.54","radians",0,1,"","","System","","","","","",""
"23.8.9.54","ifNotFinite",0,0,"","","System","","","","","",""
"23.8.9.54","currentUser",0,0,"","","System","","","","","",""
"23.8.9.54","convertCharset",0,0,"","","System","","","","","",""
"23.8.9.54","extractTextFromHTML",0,0,"","","System","","","","","",""
"23.8.9.54","toIntervalQuarter",0,0,"","","System","","","","","",""
"23.8.9.54","multiSearchAny",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapContains",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapHasAny",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapXor",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapOr",0,0,"","","System","","","","","",""
"23.8.9.54","xxh3",0,0,"","","System","Calculates value of XXH3 64-bit hash function. Refer to https://github.com/Cyan4973/xxHash for detailed documentation.","","","","hash:

``` sql
SELECT xxh3('ClickHouse')
```

``` text

```
","Hash, Hash"
"23.8.9.54","bitmapAnd",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapAndnotCardinality",0,0,"","","System","","","","","",""
"23.8.9.54","IPv6StringToNumOrDefault",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapAndnot",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapXorCardinality",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapOrCardinality",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapAndCardinality",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapMin",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapCardinality",0,0,"","","System","","","","","",""
"23.8.9.54","mapExists",0,0,"","","System","The same as arrayExists.","","","","mapExists:

``` sql
SELECT mapExists((k, v) -> v = 1, map('k1', 1, 'k2', 2))
```

``` text

```
","Map, Map"
"23.8.9.54","bitmapSubsetLimit",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapSubsetInRange",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapToArray",0,0,"","","System","","","","","",""
"23.8.9.54","bitmapBuild",0,0,"","","System","","","","","",""
"23.8.9.54","addQuarters",0,0,"","","System","","","","","",""
"23.8.9.54","pointInEllipses",0,0,"","","System","","","","","",""
"23.8.9.54","bitHammingDistance",0,0,"","","System","","","","","",""
"23.8.9.54","polygonsDistanceSpherical",0,0,"","","System","","","","","",""
"23.8.9.54","polygonsDistanceCartesian",0,0,"","","System","","","","","",""
"23.8.9.54","h3EdgeLengthKm",0,0,"","","System","","","","","",""
"23.8.9.54","fuzzBits",0,0,"","","System","","","","","",""
"23.8.9.54","addressToLineWithInlines",0,0,"","","System","","","","","",""
"23.8.9.54","monthName",0,1,"","","System","","","","","",""
"23.8.9.54","arrayReverseFill",0,0,"","","System","","","","","",""
"23.8.9.54","arrayFill",0,0,"","","System","","","","","",""
"23.8.9.54","addressToSymbol",0,0,"","","System","","","","","",""
