"ch_version","name","is_aggregate","is_deterministic","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","returned_value","examples","categories"
"23.9.1.1854","JSON_VALUE",0,1,0,"","","System","","","","","",""
"23.9.1.1854","intHash64",0,1,0,"","","System","","","","","",""
"23.9.1.1854","intHash32",0,1,0,"","","System","","","","","",""
"23.9.1.1854","multiSearchFirstIndexUTF8",0,1,0,"","","System","","","","","",""
"23.9.1.1854","getSetting",0,0,0,"","","System","","","","","",""
"23.9.1.1854","isValidUTF8",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toUTCTimestamp",0,1,0,"","","System","","","","","",""
"23.9.1.1854","endsWith",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toIntervalHour",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toIntervalMinute",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toIntervalMillisecond",0,1,0,"","","System","","","","","",""
"23.9.1.1854","parseDateTime64BestEffortUSOrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","parseDateTime64BestEffortOrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","parseDateTime64BestEffort",0,1,0,"","","System","","","","","",""
"23.9.1.1854","parseDateTime32BestEffort",0,1,0,"","","System","","","","","",""
"23.9.1.1854","parseDateTimeBestEffortOrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","parseDateTimeBestEffortOrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toIPv6OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toIPv4OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toUUIDOrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","parseDateTimeBestEffort",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDecimal128OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDecimal64OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDecimal32OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDateTimeOrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDate32OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDateOrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toFloat64OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toInt128OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toInt64OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toUInt128OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toUInt64OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toUInt8OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toIPv6OrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDecimal256OrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDecimal64OrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDecimal32OrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDate32OrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDateOrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toFloat64OrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toFloat32OrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toInt128OrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toInt64OrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toInt16OrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toUInt128OrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toUInt32OrZero",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toString",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDateTime",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDecimal128",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDecimal64",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toFloat64",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toFloat32",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toInt128",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toInt32",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toInt8",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toUInt256",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toUInt64",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toDecimal32",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toUInt32",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toUInt8",0,1,0,"","","System","","","","","",""
"23.9.1.1854","blockSize",0,0,0,"","","System","","","","","",""
"23.9.1.1854","toUInt16",0,1,0,"","","System","","","","","",""
"23.9.1.1854","isNotNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","UUIDStringToNum",0,1,0,"","","System","","","","","",""
"23.9.1.1854","roundDown",0,1,0,"","","System","","","","","",""
"23.9.1.1854","trunc",0,1,1,"","","System","","","","","",""
"23.9.1.1854","roundBankers",0,1,0,"","","System","","","","","",""
"23.9.1.1854","round",0,1,1,"","","System","","","","","",""
"23.9.1.1854","regionToName",0,\N,0,"","","System","","","","","",""
"23.9.1.1854","toUUID",0,1,0,"","","System","","","","","",""
"23.9.1.1854","regionToCountry",0,\N,0,"","","System","","","","","",""
"23.9.1.1854","regionToArea",0,\N,0,"","","System","","","","","",""
"23.9.1.1854","regionToCity",0,\N,0,"","","System","","","","","",""
"23.9.1.1854","cutQueryString",0,1,0,"","","System","","","","","",""
"23.9.1.1854","BLAKE3",0,1,0,"","","System","
Calculates BLAKE3 hash string and returns the resulting set of bytes as FixedString.
This cryptographic hash-function is integrated into ClickHouse with BLAKE3 Rust library.
The function is rather fast and shows approximately two times faster performance compared to SHA-2, while generating hashes of the same length as SHA-256.
It returns a BLAKE3 hash as a byte array with type FixedString(32).
","","","","hash:

``` sql
SELECT hex(BLAKE3('ABC'))
```

``` text

```
","Hash, Hash"
"23.9.1.1854","wyHash64",0,1,0,"","","System","","","","","",""
"23.9.1.1854","xxHash32",0,1,0,"","","System","","","","","",""
"23.9.1.1854","javaHashUTF16LE",0,1,0,"","","System","","","","","",""
"23.9.1.1854","javaHash",0,1,0,"","","System","","","","","",""
"23.9.1.1854","URLHash",0,1,0,"","","System","","","","","",""
"23.9.1.1854","metroHash64",0,1,0,"","","System","","","","","",""
"23.9.1.1854","farmHash64",0,1,0,"","","System","","","","","",""
"23.9.1.1854","farmFingerprint64",0,1,0,"","","System","","","","","",""
"23.9.1.1854","intDiv",0,1,0,"","","System","","","","","",""
"23.9.1.1854","regionToTopContinent",0,\N,0,"","","System","","","","","",""
"23.9.1.1854","cityHash64",0,1,0,"","","System","","","","","",""
"23.9.1.1854","sipHash128Reference",0,1,0,"","","System","Like [sipHash128](#hash_functions-siphash128) but implements the 128-bit algorithm from the original authors of SipHash.","","","","hash:

``` sql
SELECT hex(sipHash128Reference('foo', '\x01', 3))
```

``` text

```
","Hash, Hash"
"23.9.1.1854","sipHash128",0,1,0,"","","System","","","","","",""
"23.9.1.1854","mapExtractKeyLike",0,1,0,"","","System","Returns a map with elements which key matches the specified pattern.","","","","mapExtractKeyLike:

``` sql
SELECT mapExtractKeyLike(map('k1-1', 1, 'k2-1', 2), 'k1%')
```

``` text

```
","Map, Map"
"23.9.1.1854","sipHash128ReferenceKeyed",0,1,0,"","","System","Same as [sipHash128Reference](#hash_functions-siphash128reference) but additionally takes an explicit key argument instead of using a fixed key.","","","","hash:

``` sql
SELECT hex(sipHash128ReferenceKeyed((506097522914230528, 1084818905618843912),'foo', '\x01', 3));
```

``` text

```
","Hash, Hash"
"23.9.1.1854","mapPartialSort",0,1,0,"","","System","The same as arrayReverseSort.","","","","mapPartialSort:

``` sql
SELECT mapPartialSort((k, v) -> v, 2, map('k1', 3, 'k2', 1, 'k3', 2))
```

``` text

```
","Map, Map"
"23.9.1.1854","mapSort",0,1,0,"","","System","The same as arraySort.","","","","mapSort:

``` sql
SELECT mapSort((k, v) -> v, map('k1', 3, 'k2', 1, 'k3', 2))
```

``` text

```
","Map, Map"
"23.9.1.1854","mapAll",0,1,0,"","","System","The same as arrayAll.","","","","mapAll:

``` sql
SELECT mapAll((k, v) -> v = 1, map('k1', 1, 'k2', 2))
```

``` text

```
","Map, Map"
"23.9.1.1854","mapFilter",0,1,0,"","","System","The same as arrayFilter.","","","","mapFilter:

``` sql
SELECT mapFilter((k, v) -> v > 1, map('k1', 1, 'k2', 2))
```

``` text

```
","Map, Map"
"23.9.1.1854","char",0,1,1,"","","System","","","","","",""
"23.9.1.1854","mapContains",0,1,0,"","","System","Checks whether the map has the specified key.","","","","mapContains:

``` sql
SELECT mapContains(map('k1', 'v1', 'k2', 'v2'), 'k1')
```

``` text

```
","Map, Map"
"23.9.1.1854","toIPv4",0,1,0,"","","System","","","","","",""
"23.9.1.1854","mapValues",0,1,0,"","","System","Returns an array with the values of map.","","","","mapValues:

``` sql
SELECT mapValues(map('k1', 'v1', 'k2', 'v2'))
```

``` text

```
","Map, Map"
"23.9.1.1854","mapConcat",0,1,0,"","","System","The same as arrayConcat.","","","","mapConcat:

``` sql
SELECT mapConcat(map('k1', 'v1'), map('k2', 'v2'))
```

``` text

```
","Map, Map"
"23.9.1.1854","toDate32",0,1,0,"","","System","","","","","",""
"23.9.1.1854","lowCardinalityIndices",0,1,0,"","","System","","","","","",""
"23.9.1.1854","decrypt",0,1,0,"","","System","","","","","",""
"23.9.1.1854","logTrace",0,1,0,"","","System","","","","","",""
"23.9.1.1854","toInt16OrNull",0,1,0,"","","System","","","","","",""
"23.9.1.1854","timeSlots",0,1,0,"","","System","","","","","",""
"23.9.1.1854","stringToH3",0,1,0,"","","System","","","","","",""
"23.9.1.1854","asinh",0,1,0,"","","System","","","","","",""
"23.9.1.1854","cutWWW",0,1,0,"","","System","","","","","",""
