"ch_version","name","is_aggregate","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","returned_value","examples","categories"
"24.8.14.10459.altinitystable","formatQuerySingleLineOrNull",0,0,"","","System","Like formatQuery() but the returned formatted string contains no line breaks. Returns NULL in case of a parsing error.
[example:multiline]","formatQuerySingleLineOrNull(query)","- query:The SQL query to be formatted. [String](../../sql-reference/data-types/string.md)
","The formatted query. [String](../../sql-reference/data-types/string.md).","multiline:

``` sql
SELECT formatQuerySingleLine('select a,    b FRom tab WHERE a > 3 and  b < 3');
```

``` text
SELECT a, b FROM tab WHERE (a > 3) AND (b < 3)
```
","Other"
"24.8.14.10459.altinitystable","toUTCTimestamp",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","intHash64",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","intHash32",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","bitHammingDistance",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","polygonsDistanceSpherical",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","polygonsDistanceCartesian",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","fuzzBits",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toIntervalHour",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toIntervalMinute",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toIntervalMillisecond",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","parseDateTime64BestEffortUSOrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","parseDateTime64BestEffortOrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","parseDateTime64BestEffort",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","parseDateTime32BestEffort",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","parseDateTimeBestEffortOrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","parseDateTimeBestEffortOrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toIPv6OrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toUUIDOrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","parseDateTimeBestEffort",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDecimal128OrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDecimal64OrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDecimal32OrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDateTimeOrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDate32OrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDateOrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toFloat64OrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toInt128OrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","UUIDv7ToDateTime",0,0,"","","System","
This function extracts the timestamp from a UUID and returns it as a DateTime64(3) typed value.
The function expects the UUID having version 7 to be provided as the first argument.
An optional second argument can be passed to specify a timezone for the timestamp.
","","","","uuid:

``` sql
select UUIDv7ToDateTime(generateUUIDv7())
```

``` text

```
uuid:

``` sql
select generateUUIDv7() as uuid, UUIDv7ToDateTime(uuid), UUIDv7ToDateTime(uuid, 'America/New_York')
```

``` text

```
","UUID"
"24.8.14.10459.altinitystable","toInt64OrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toUInt128OrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toUInt64OrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toUInt8OrNull",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toIPv6OrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDecimal256OrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDecimal64OrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDecimal32OrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDate32OrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDateOrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toFloat64OrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toFloat32OrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toInt128OrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toInt64OrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toInt16OrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toUInt128OrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toUInt32OrZero",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toString",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDateTime",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDecimal128",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toDecimal64",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toFloat64",0,0,"","","System","","","","","",""
"24.8.14.10459.altinitystable","toFloat32",0,0,"","","System","","","","","",""
