"ch_version","name","description","allow_readonly"
"25.9.6.117","ytsaurus","Allows get data from YTsaurus.",0
"25.9.6.117","hudiCluster","The table function can be used to read the Hudi table stored on object store in parallel for many nodes in a specified cluster.",0
"25.9.6.117","deltaLakeCluster","The table function can be used to read the DeltaLake table stored on object store in parallel for many nodes in a specified cluster.",0
"25.9.6.117","icebergAzureCluster","The table function can be used to read the Iceberg table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"25.9.6.117","icebergS3Cluster","The table function can be used to read the Iceberg table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"25.9.6.117","deltaLakeS3Cluster","The table function can be used to read the DeltaLake table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"25.9.6.117","deltaLakeLocal","The table function can be used to read the DeltaLake table stored locally.",0
"25.9.6.117","deltaLakeAzure","The table function can be used to read the DeltaLake table stored on Azure object store.",0
"25.9.6.117","icebergLocal","The table function can be used to read the Iceberg table stored locally.",0
"25.9.6.117","icebergHDFS","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem.",0
"25.9.6.117","icebergCluster","The table function can be used to read the Iceberg table stored on store from disk in parallel for many nodes in a specified cluster.",0
"25.9.6.117","icebergAzure","The table function can be used to read the Iceberg table stored on Azure object store.",0
"25.9.6.117","deltaLakeAzureCluster","The table function can be used to read the Iceberg table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"25.9.6.117","icebergS3","The table function can be used to read the Iceberg table stored on S3 object store.",0
"25.9.6.117","iceberg","The table function can be used to read the Iceberg table stored on S3 object store. Alias to icebergS3",0
"25.9.6.117","hdfsCluster","The table function can be used to read the data stored on HDFS in parallel for many nodes in a specified cluster.",0
"25.9.6.117","azureBlobStorageCluster","The table function can be used to read the data stored on Azure Blob Storage in parallel for many nodes in a specified cluster.",0
"25.9.6.117","icebergHDFSCluster","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"25.9.6.117","s3Cluster","The table function can be used to read the data stored on S3 in parallel for many nodes in a specified cluster.",0
"25.9.6.117","oss","The table function can be used to read the data stored on OSS.",0
"25.9.6.117","timeSeriesMetrics","Provides direct access to the 'metrics' target table for a specified TimeSeries table.",0
"25.9.6.117","fuzzQuery","Perturbs a query string with random variations.",1
"25.9.6.117","timeSeriesData","Provides direct access to the 'data' target table for a specified TimeSeries table.",0
"25.9.6.117","mergeTreeProjection","Reading directly from MergeTree projection",1
"25.9.6.117","format","
Extracts table structure from data and parses it according to specified input format.
Syntax: `format(format_name, data)`.
Parameters:
    - `format_name` - the format of the data.
    - `data ` - String literal or constant expression that returns a string containing data in specified format.
Returned value: A table with data parsed from `data` argument according specified format and extracted schema.
",0
"25.9.6.117","loop","The table function can be used to continuously output query results in an infinite loop.",0
"25.9.6.117","postgresql","",0
"25.9.6.117","clusterAllReplicas","",1
"25.9.6.117","viewIfPermitted","",1
"25.9.6.117","view","",1
"25.9.6.117","jdbc","",0
"25.9.6.117","timeSeriesTags","Provides direct access to the 'tags' target table for a specified TimeSeries table.",0
"25.9.6.117","hdfs","The table function can be used to read the data stored on HDFS virtual filesystem.",0
"25.9.6.117","hive","",0
"25.9.6.117","dictionary","",0
"25.9.6.117","numbers_mt","",1
"25.9.6.117","mergeTreeIndex","Represents the contents of index and marks files of MergeTree tables. It can be used for introspection",1
"25.9.6.117","cluster","",1
"25.9.6.117","arrowflight","Allows to perform queries on data exposed via an Apache Arrow Flight server.",0
"25.9.6.117","generateRandom","",1
"25.9.6.117","merge","Creates a temporary Merge table. The structure will be derived from underlying tables by using a union of their columns and by deriving common types.",1
"25.9.6.117","url","",0
"25.9.6.117","zeros_mt","
                Generates a stream of zeros (a table with one column 'zero' of type 'UInt8') of specified size.
                This table function is used in performance tests, where you want to spend as little time as possible to data generation while testing some other parts of queries.
                In contrast to the `zeros`, this table function is using multiple threads for data generation, according to the `max_threads` setting.
                Example:
                [example:1]
                This query will test the speed of `randomPrintableASCII` function using multiple threads.
                See also the `system.zeros` table.",0
"25.9.6.117","executable","",0
"25.9.6.117","fuzzJSON","Perturbs a JSON string with random variations.",1
"25.9.6.117","deltaLakeS3","The table function can be used to read the DeltaLake table stored on S3.",0
"25.9.6.117","urlCluster","",0
"25.9.6.117","fileCluster","This table function is used for distributed reading of files in cluster nodes filesystems.",0
"25.9.6.117","values","",1
"25.9.6.117","file","",0
"25.9.6.117","timeSeriesSelector","Reads time series from a specified TimeSeries table.",0
"25.9.6.117","redis","",0
