"ch_version","name","description","allow_readonly"
"25.12.1.649","ytsaurus","Allows get data from YTsaurus.",0
"25.12.1.649","hudiCluster","The table function can be used to read the Hudi table stored on object store in parallel for many nodes in a specified cluster.",0
"25.12.1.649","deltaLakeCluster","The table function can be used to read the DeltaLake table stored on object store in parallel for many nodes in a specified cluster.",0
"25.12.1.649","paimonHDFSCluster","The table function can be used to read the Paimon table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"25.12.1.649","paimonAzureCluster","The table function can be used to read the Paimon table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"25.12.1.649","paimonS3Cluster","The table function can be used to read the Paimon table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"25.12.1.649","icebergAzureCluster","The table function can be used to read the Iceberg table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"25.12.1.649","icebergS3Cluster","The table function can be used to read the Iceberg table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"25.12.1.649","deltaLakeS3Cluster","The table function can be used to read the DeltaLake table stored on S3 object store in parallel for many nodes in a specified cluster.",0
"25.12.1.649","deltaLakeLocal","The table function can be used to read the DeltaLake table stored locally.",0
"25.12.1.649","deltaLakeAzure","The table function can be used to read the DeltaLake table stored on Azure object store.",0
"25.12.1.649","paimonHDFS","The table function can be used to read the Paimon table stored on HDFS virtual filesystem.",0
"25.12.1.649","paimon","The table function can be used to read the Paimon table stored on S3 object store. Alias to paimonS3",0
"25.12.1.649","icebergLocal","The table function can be used to read the Iceberg table stored locally.",0
"25.12.1.649","icebergHDFS","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem.",0
"25.12.1.649","icebergCluster","The table function can be used to read the Iceberg table stored on store from disk in parallel for many nodes in a specified cluster.",0
"25.12.1.649","icebergAzure","The table function can be used to read the Iceberg table stored on Azure object store.",0
"25.12.1.649","deltaLakeAzureCluster","The table function can be used to read the Iceberg table stored on Azure object store in parallel for many nodes in a specified cluster.",0
"25.12.1.649","icebergS3","The table function can be used to read the Iceberg table stored on S3 object store.",0
"25.12.1.649","iceberg","The table function can be used to read the Iceberg table stored on S3 object store. Alias to icebergS3",0
"25.12.1.649","hdfsCluster","The table function can be used to read the data stored on HDFS in parallel for many nodes in a specified cluster.",0
"25.12.1.649","paimonLocal","The table function can be used to read the Paimon table stored locally.",0
"25.12.1.649","azureBlobStorageCluster","The table function can be used to read the data stored on Azure Blob Storage in parallel for many nodes in a specified cluster.",0
"25.12.1.649","icebergHDFSCluster","The table function can be used to read the Iceberg table stored on HDFS virtual filesystem in parallel for many nodes in a specified cluster.",0
"25.12.1.649","s3Cluster","The table function can be used to read the data stored on S3 in parallel for many nodes in a specified cluster.",0
"25.12.1.649","oss","The table function can be used to read the data stored on OSS.",0
"25.12.1.649","timeSeriesMetrics","Provides direct access to the 'metrics' target table for a specified TimeSeries table.",0
"25.12.1.649","fuzzQuery","Perturbs a query string with random variations.",1
"25.12.1.649","timeSeriesData","Provides direct access to the 'data' target table for a specified TimeSeries table.",0
"25.12.1.649","mergeTreeProjection","Reading directly from MergeTree projection",1
"25.12.1.649","format","
Extracts table structure from data and parses it according to specified input format.
Syntax: `format(format_name, data)`.
Parameters:
    - `format_name` - the format of the data.
    - `data ` - String literal or constant expression that returns a string containing data in specified format.
Returned value: A table with data parsed from `data` argument according specified format and extracted schema.
",0
