"ch_version","name","is_aggregate","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","returned_value","examples","categories"
"24.8.3.59","formatQuerySingleLineOrNull",0,0,"","","System","Like formatQuery() but the returned formatted string contains no line breaks. Returns NULL in case of a parsing error.
[example:multiline]","formatQuerySingleLineOrNull(query)","- query:The SQL query to be formatted. [String](../../sql-reference/data-types/string.md)
","The formatted query. [String](../../sql-reference/data-types/string.md).","multiline:

``` sql
SELECT formatQuerySingleLine('select a,    b FRom tab WHERE a > 3 and  b < 3');
```

``` text
SELECT a, b FROM tab WHERE (a > 3) AND (b < 3)
```
","Other"
"24.8.3.59","toUTCTimestamp",0,0,"","","System","","","","","",""
"24.8.3.59","intHash64",0,0,"","","System","","","","","",""
"24.8.3.59","intHash32",0,0,"","","System","","","","","",""
"24.8.3.59","bitHammingDistance",0,0,"","","System","","","","","",""
"24.8.3.59","polygonsDistanceSpherical",0,0,"","","System","","","","","",""
"24.8.3.59","polygonsDistanceCartesian",0,0,"","","System","","","","","",""
"24.8.3.59","fuzzBits",0,0,"","","System","","","","","",""
"24.8.3.59","toIntervalHour",0,0,"","","System","","","","","",""
"24.8.3.59","toIntervalMinute",0,0,"","","System","","","","","",""
"24.8.3.59","toIntervalMillisecond",0,0,"","","System","","","","","",""
"24.8.3.59","parseDateTime64BestEffortUSOrZero",0,0,"","","System","","","","","",""
"24.8.3.59","parseDateTime64BestEffortOrZero",0,0,"","","System","","","","","",""
"24.8.3.59","parseDateTime64BestEffort",0,0,"","","System","","","","","",""
"24.8.3.59","parseDateTime32BestEffort",0,0,"","","System","","","","","",""
"24.8.3.59","parseDateTimeBestEffortOrNull",0,0,"","","System","","","","","",""
"24.8.3.59","parseDateTimeBestEffortOrZero",0,0,"","","System","","","","","",""
"24.8.3.59","toIPv6OrNull",0,0,"","","System","","","","","",""
"24.8.3.59","toUUIDOrNull",0,0,"","","System","","","","","",""
"24.8.3.59","parseDateTimeBestEffort",0,0,"","","System","","","","","",""
"24.8.3.59","toDecimal128OrNull",0,0,"","","System","","","","","",""
"24.8.3.59","toDecimal64OrNull",0,0,"","","System","","","","","",""
"24.8.3.59","toDecimal32OrNull",0,0,"","","System","","","","","",""
"24.8.3.59","toDateTimeOrNull",0,0,"","","System","","","","","",""
"24.8.3.59","toDate32OrNull",0,0,"","","System","","","","","",""
"24.8.3.59","toDateOrNull",0,0,"","","System","","","","","",""
"24.8.3.59","toFloat64OrNull",0,0,"","","System","","","","","",""
"24.8.3.59","toInt128OrNull",0,0,"","","System","","","","","",""
"24.8.3.59","UUIDv7ToDateTime",0,0,"","","System","
This function extracts the timestamp from a UUID and returns it as a DateTime64(3) typed value.
The function expects the UUID having version 7 to be provided as the first argument.
An optional second argument can be passed to specify a timezone for the timestamp.
","","","","uuid:

``` sql
select UUIDv7ToDateTime(generateUUIDv7())
```

``` text

```
uuid:

``` sql
select generateUUIDv7() as uuid, UUIDv7ToDateTime(uuid), UUIDv7ToDateTime(uuid, 'America/New_York')
```

``` text

```
","UUID"
"24.8.3.59","toInt64OrNull",0,0,"","","System","","","","","",""
"24.8.3.59","toUInt128OrNull",0,0,"","","System","","","","","",""
"24.8.3.59","toUInt64OrNull",0,0,"","","System","","","","","",""
"24.8.3.59","toUInt8OrNull",0,0,"","","System","","","","","",""
"24.8.3.59","toIPv6OrZero",0,0,"","","System","","","","","",""
"24.8.3.59","toDecimal256OrZero",0,0,"","","System","","","","","",""
"24.8.3.59","toDecimal64OrZero",0,0,"","","System","","","","","",""
"24.8.3.59","toDecimal32OrZero",0,0,"","","System","","","","","",""
"24.8.3.59","toDate32OrZero",0,0,"","","System","","","","","",""
"24.8.3.59","toDateOrZero",0,0,"","","System","","","","","",""
"24.8.3.59","toFloat64OrZero",0,0,"","","System","","","","","",""
"24.8.3.59","toFloat32OrZero",0,0,"","","System","","","","","",""
"24.8.3.59","toInt128OrZero",0,0,"","","System","","","","","",""
"24.8.3.59","toInt64OrZero",0,0,"","","System","","","","","",""
"24.8.3.59","toInt16OrZero",0,0,"","","System","","","","","",""
"24.8.3.59","toUInt128OrZero",0,0,"","","System","","","","","",""
