"ch_version","name","value","changed","description"
"19.16.16.72","index_granularity","8192",0,"How many rows correspond to one primary key value."
"19.16.16.72","max_bytes_to_merge_at_max_space_in_pool","161061273600",0,"Maximum in total size of parts to merge, when there are maximum free threads in background pool (or entries in replication queue)."
"19.16.16.72","max_bytes_to_merge_at_min_space_in_pool","1048576",0,"Maximum in total size of parts to merge, when there are minimum free threads in background pool (or entries in replication queue)."
"19.16.16.72","max_replicated_merges_in_queue","16",0,"How many tasks of merging and mutating parts are allowed simultaneously in ReplicatedMergeTree queue."
"19.16.16.72","max_replicated_mutations_in_queue","8",0,"How many tasks of mutating parts are allowed simultaneously in ReplicatedMergeTree queue."
"19.16.16.72","number_of_free_entries_in_pool_to_lower_max_size_of_merge","8",0,"When there is less than specified number of free entries in pool (or replicated queue), start to lower maximum size of merge to process (or to put in queue). This is to allow small merges to process - not filling the pool with long running merges."
"19.16.16.72","number_of_free_entries_in_pool_to_execute_mutation","10",0,"When there is less than specified number of free entries in pool, do not execute part mutations. This is to leave free threads for regular merges and avoid ""Too many parts"""
"19.16.16.72","old_parts_lifetime","480",0,"How many seconds to keep obsolete parts."
"19.16.16.72","temporary_directories_lifetime","86400",0,"How many seconds to keep tmp_-directories."
"19.16.16.72","parts_to_delay_insert","150",0,"If table contains at least that many active parts in single partition, artificially slow down insert into table."
"19.16.16.72","parts_to_throw_insert","300",0,"If more than this number active parts in single partition, throw 'Too many parts ...' exception."
"19.16.16.72","max_delay_to_insert","1",0,"Max delay of inserting data into MergeTree table in seconds, if there are a lot of unmerged parts in single partition."
"19.16.16.72","max_parts_in_total","100000",0,"If more than this number active parts in all partitions in total, throw 'Too many parts ...' exception."
"19.16.16.72","replicated_deduplication_window","100",0,"How many last blocks of hashes should be kept in ZooKeeper (old blocks will be deleted)."
"19.16.16.72","replicated_deduplication_window_seconds","604800",0,"Similar to ""replicated_deduplication_window"", but determines old blocks by their lifetime. Hash of an inserted block will be deleted (and the block will not be deduplicated after) if it outside of one ""window"". You can set very big replicated_deduplication_window to avoid duplicating INSERTs during that period of time."
"19.16.16.72","max_replicated_logs_to_keep","10000",0,"How many records may be in log, if there is inactive replica."
"19.16.16.72","min_replicated_logs_to_keep","100",0,"Keep about this number of last records in ZooKeeper log, even if they are obsolete. It doesn't affect work of tables: used only to diagnose ZooKeeper log before cleaning."
"19.16.16.72","prefer_fetch_merged_part_time_threshold","3600",0,"If time passed after replication log entry creation exceeds this threshold and sum size of parts is greater than ""prefer_fetch_merged_part_size_threshold"", prefer fetching merged part from replica instead of doing merge locally. To speed up very long merges."
"19.16.16.72","prefer_fetch_merged_part_size_threshold","10737418240",0,"If sum size of parts exceeds this threshold and time passed after replication log entry creation is greater than ""prefer_fetch_merged_part_time_threshold"", prefer fetching merged part from replica instead of doing merge locally. To speed up very long merges."
"19.16.16.72","max_suspicious_broken_parts","10",0,"Max broken parts, if more - deny automatic deletion."
"19.16.16.72","max_files_to_modify_in_alter_columns","75",0,"Not apply ALTER if number of files for modification(deletion, addition) more than this."
"19.16.16.72","max_files_to_remove_in_alter_columns","50",0,"Not apply ALTER, if number of files for deletion more than this."
"19.16.16.72","replicated_max_ratio_of_wrong_parts","0.5",0,"If ratio of wrong parts to total number of parts is less than this - allow to start."
"19.16.16.72","replicated_max_parallel_fetches","0",0,"Limit parallel fetches."
"19.16.16.72","replicated_max_parallel_fetches_for_table","0",0,"Limit parallel fetches for one table."
"19.16.16.72","replicated_max_parallel_fetches_for_host","15",0,"Limit parallel fetches from endpoint (actually pool size)."
"19.16.16.72","replicated_max_parallel_sends","0",0,"Limit parallel sends."
"19.16.16.72","replicated_max_parallel_sends_for_table","0",0,"Limit parallel sends for one table."
"19.16.16.72","replicated_can_become_leader","1",0,"If true, Replicated tables replicas on this node will try to acquire leadership."
"19.16.16.72","zookeeper_session_expiration_check_period","60",0,"ZooKeeper session expiration check period, in seconds."
"19.16.16.72","check_delay_period","60",0,"Period to check replication delay and compare with other replicas."
"19.16.16.72","cleanup_delay_period","30",0,"Period to clean old queue logs, blocks hashes and parts."
"19.16.16.72","cleanup_delay_period_random_add","10",0,"Add uniformly distributed value from 0 to x seconds to cleanup_delay_period to avoid thundering herd effect and subsequent DoS of ZooKeeper in case of very large number of tables."
"19.16.16.72","min_relative_delay_to_yield_leadership","120",0,"Minimal delay from other replicas to yield leadership. Here and further 0 means unlimited."
"19.16.16.72","min_relative_delay_to_close","300",0,"Minimal delay from other replicas to close, stop serving requests and not return Ok during status check."
"19.16.16.72","min_absolute_delay_to_close","0",0,"Minimal absolute delay to close, stop serving requests and not return Ok during status check."
"19.16.16.72","enable_vertical_merge_algorithm","1",0,"Enable usage of Vertical merge algorithm."
"19.16.16.72","vertical_merge_algorithm_min_rows_to_activate","131072",0,"Minimal (approximate) sum of rows in merging parts to activate Vertical merge algorithm."
"19.16.16.72","vertical_merge_algorithm_min_columns_to_activate","11",0,"Minimal amount of non-PK columns to activate Vertical merge algorithm."
"19.16.16.72","compatibility_allow_sampling_expression_not_in_primary_key","0",0,"Allow to create a table with sampling expression not in primary key. This is needed only to temporarily allow to run the server with wrong tables for backward compatibility."
"19.16.16.72","use_minimalistic_checksums_in_zookeeper","1",0,"Use small format (dozens bytes) for part checksums in ZooKeeper instead of ordinary ones (dozens KB). Before enabling check that all replicas support new format."
"19.16.16.72","use_minimalistic_part_header_in_zookeeper","0",0,"Store part header (checksums and columns) in a compact format and a single part znode instead of separate znodes (<part>/columns and <part>/checksums). This can dramatically reduce snapshot size in ZooKeeper. Before enabling check that all replicas support new format."
"19.16.16.72","finished_mutations_to_keep","100",0,"How many records about mutations that are done to keep. If zero, then keep all of them."
"19.16.16.72","min_merge_bytes_to_use_direct_io","10737418240",0,"Minimal amount of bytes to enable O_DIRECT in merge (0 - disabled)."
