"ch_version","name","is_aggregate","is_deterministic","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","returned_value","examples","categories"
"24.5.5.53","h3GetIndexesFromUnidirectionalEdge",0,1,0,"","","System","","","","","",""
"24.5.5.53","JSON_VALUE",0,1,0,"","","System","","","","","",""
"24.5.5.53","h3EdgeLengthKm",0,1,0,"","","System","","","","","",""
"24.5.5.53","intHash64",0,1,0,"","","System","","","","","",""
"24.5.5.53","intHash32",0,1,0,"","","System","","","","","",""
"24.5.5.53","multiSearchFirstIndexUTF8",0,1,0,"","","System","","","","","",""
"24.5.5.53","polygonsDistanceCartesian",0,1,0,"","","System","","","","","",""
"24.5.5.53","fuzzBits",0,0,0,"","","System","","","","","",""
"24.5.5.53","IPv4NumToStringClassC",0,1,0,"","","System","","","","","",""
"24.5.5.53","IPv4NumToString",0,1,0,"","","System","","","","","",""
"24.5.5.53","isIPv6String",0,1,0,"","","System","","","","","",""
"24.5.5.53","JSON_QUERY",0,1,0,"","","System","","","","","",""
"24.5.5.53","isIPv4String",0,1,0,"","","System","","","","","",""
"24.5.5.53","IPv4CIDRToRange",0,1,0,"","","System","","","","","",""
"24.5.5.53","IPv6CIDRToRange",0,1,0,"","","System","","","","","",""
"24.5.5.53","MACStringToNum",0,1,0,"","","System","","","","","",""
"24.5.5.53","cutIPv6",0,1,0,"","","System","","","","","",""
"24.5.5.53","trunc",0,1,1,"","","System","","","","","",""
"24.5.5.53","roundBankers",0,1,0,"","","System","","","","","",""
"24.5.5.53","round",0,1,1,"","","System","","","","","",""
"24.5.5.53","blockSize",0,0,0,"","","System","","","","","",""
"24.5.5.53","polygonsDistanceSpherical",0,1,0,"","","System","","","","","",""
"24.5.5.53","bitHammingDistance",0,1,0,"","","System","","","","","",""
"24.5.5.53","UUIDToNum",0,1,0,"","","System","
This function accepts a UUID and returns a FixedString(16) as its binary representation, with its format optionally specified by variant (Big-endian by default).
","","","","uuid:

``` sql
select toUUID(UUIDNumToString(toFixedString('a/<@];!~p{jTj={)', 16))) as uuid, UUIDToNum(uuid) as uuidNum, UUIDToNum(uuid, 2) as uuidMsNum
```

``` text

┌─uuid─────────────────────────────────┬─uuidNum──────────┬─uuidMsNum────────┐
│ 612f3c40-5d3b-217e-707b-6a546a3d7b29 │ a/<@];!~p{jTj={) │ @</a];!~p{jTj={) │
└──────────────────────────────────────┴──────────────────┴──────────────────┘

```
","UUID"
"24.5.5.53","roundDown",0,1,0,"","","System","","","","","",""
"24.5.5.53","UUIDStringToNum",0,1,0,"","","System","","","","","",""
"24.5.5.53","IPv4StringToNumOrDefault",0,1,0,"","","System","","","","","",""
"24.5.5.53","UUIDNumToString",0,1,0,"","","System","","","","","",""
"24.5.5.53","regionToName",0,\N,0,"","","System","","","","","",""
"24.5.5.53","regionToArea",0,\N,0,"","","System","","","","","",""
"24.5.5.53","regionToCity",0,\N,0,"","","System","","","","","",""
"24.5.5.53","cutQueryString",0,1,0,"","","System","","","","","",""
