"ch_version","name","is_aggregate","is_deterministic","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","returned_value","examples","categories"
"23.12.4.15","IPv4NumToStringClassC",0,1,0,"","","System","","","","","",""
"23.12.4.15","IPv4NumToString",0,1,0,"","","System","","","","","",""
"23.12.4.15","isIPv6String",0,1,0,"","","System","","","","","",""
"23.12.4.15","IPv4CIDRToRange",0,1,0,"","","System","","","","","",""
"23.12.4.15","IPv6CIDRToRange",0,1,0,"","","System","","","","","",""
"23.12.4.15","MACStringToNum",0,1,0,"","","System","","","","","",""
"23.12.4.15","cutIPv6",0,1,0,"","","System","","","","","",""
"23.12.4.15","JSON_VALUE",0,1,0,"","","System","","","","","",""
"23.12.4.15","isIPv4String",0,1,0,"","","System","","","","","",""
"23.12.4.15","JSON_QUERY",0,1,0,"","","System","","","","","",""
"23.12.4.15","intHash64",0,1,0,"","","System","","","","","",""
"23.12.4.15","intHash32",0,1,0,"","","System","","","","","",""
"23.12.4.15","multiSearchFirstIndexUTF8",0,1,0,"","","System","","","","","",""
"23.12.4.15","bitHammingDistance",0,1,0,"","","System","","","","","",""
"23.12.4.15","polygonsDistanceSpherical",0,1,0,"","","System","","","","","",""
"23.12.4.15","polygonsDistanceCartesian",0,1,0,"","","System","","","","","",""
"23.12.4.15","h3EdgeLengthKm",0,1,0,"","","System","","","","","",""
"23.12.4.15","fuzzBits",0,0,0,"","","System","","","","","",""
"23.12.4.15","IPv4StringToNumOrDefault",0,1,0,"","","System","","","","","",""
"23.12.4.15","UUIDNumToString",0,1,0,"","","System","","","","","",""
"23.12.4.15","toIntervalHour",0,1,0,"","","System","","","","","",""
"23.12.4.15","toIntervalMinute",0,1,0,"","","System","","","","","",""
"23.12.4.15","toIntervalMillisecond",0,1,0,"","","System","","","","","",""
"23.12.4.15","parseDateTime64BestEffortUSOrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","parseDateTime64BestEffortOrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","parseDateTime64BestEffort",0,1,0,"","","System","","","","","",""
"23.12.4.15","parseDateTime32BestEffort",0,1,0,"","","System","","","","","",""
"23.12.4.15","parseDateTimeBestEffortOrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","parseDateTimeBestEffortOrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toIPv6OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toIPv4OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toUUIDOrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","parseDateTimeBestEffort",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDecimal128OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDecimal64OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDecimal32OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDateTimeOrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDate32OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDateOrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toFloat64OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toInt128OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toInt64OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toUInt128OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toUInt64OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toUInt8OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","toIPv6OrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDecimal256OrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDecimal64OrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDecimal32OrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDate32OrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDateOrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toFloat64OrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toFloat32OrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toInt128OrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toInt64OrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toInt16OrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toUInt128OrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toUInt32OrZero",0,1,0,"","","System","","","","","",""
"23.12.4.15","toString",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDateTime",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDecimal128",0,1,0,"","","System","","","","","",""
"23.12.4.15","toFloat64",0,1,0,"","","System","","","","","",""
"23.12.4.15","toFloat32",0,1,0,"","","System","","","","","",""
"23.12.4.15","toInt128",0,1,0,"","","System","","","","","",""
"23.12.4.15","toInt32",0,1,0,"","","System","","","","","",""
"23.12.4.15","toInt8",0,1,0,"","","System","","","","","",""
"23.12.4.15","toUInt256",0,1,0,"","","System","","","","","",""
"23.12.4.15","toUInt64",0,1,0,"","","System","","","","","",""
"23.12.4.15","toDecimal32",0,1,0,"","","System","","","","","",""
"23.12.4.15","toUInt32",0,1,0,"","","System","","","","","",""
"23.12.4.15","blockSize",0,0,0,"","","System","","","","","",""
"23.12.4.15","toUInt16",0,1,0,"","","System","","","","","",""
"23.12.4.15","isNotNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","UUIDStringToNum",0,1,0,"","","System","","","","","",""
"23.12.4.15","roundDown",0,1,0,"","","System","","","","","",""
"23.12.4.15","trunc",0,1,1,"","","System","","","","","",""
"23.12.4.15","roundBankers",0,1,0,"","","System","","","","","",""
"23.12.4.15","round",0,1,1,"","","System","","","","","",""
"23.12.4.15","regionToName",0,\N,0,"","","System","","","","","",""
"23.12.4.15","toUUID",0,1,0,"","","System","","","","","",""
"23.12.4.15","regionToCountry",0,\N,0,"","","System","","","","","",""
"23.12.4.15","regionToArea",0,\N,0,"","","System","","","","","",""
"23.12.4.15","regionToCity",0,\N,0,"","","System","","","","","",""
"23.12.4.15","cutQueryString",0,1,0,"","","System","","","","","",""
"23.12.4.15","halfMD5",0,1,0,"","","System","
[Interprets](../..//sql-reference/functions/type-conversion-functions.md/#type_conversion_functions-reinterpretAsString) all the input
parameters as strings and calculates the MD5 hash value for each of them. Then combines hashes, takes the first 8 bytes of the hash of the
resulting string, and interprets them as [UInt64](../../../sql-reference/data-types/int-uint.md) in big-endian byte order. The function is
relatively slow (5 million short strings per second per processor core).

Consider using the [sipHash64](../../sql-reference/functions/hash-functions.md/#hash_functions-siphash64) function instead.
                       ","SELECT halfMD5(par1,par2,...,parN);","- par1,par2,...,parN:
The function takes a variable number of input parameters. Arguments can be any of the supported data types. For some data types calculated
value of hash function may be the same for the same values even if types of arguments differ (integers of different size, named and unnamed
Tuple with the same data, Map and the corresponding Array(Tuple(key, value)) type with the same data).
                       
","The computed half MD5 hash of the given input params returned as a [UInt64](../../../sql-reference/data-types/int-uint.md) in big-endian byte order.",":

``` sql
SELECT HEX(halfMD5('abc', 'cde', 'fgh'));
```

``` text

┌─hex(halfMD5('abc', 'cde', 'fgh'))─┐
│ 2C9506B7374CFAF4                  │
└───────────────────────────────────┘
            
```
",""
"23.12.4.15","wyHash64",0,1,0,"","","System","","","","","",""
"23.12.4.15","xxHash32",0,1,0,"","","System","","","","","",""
"23.12.4.15","javaHashUTF16LE",0,1,0,"","","System","","","","","",""
"23.12.4.15","javaHash",0,1,0,"","","System","","","","","",""
"23.12.4.15","URLHash",0,1,0,"","","System","","","","","",""
"23.12.4.15","metroHash64",0,1,0,"","","System","","","","","",""
"23.12.4.15","farmHash64",0,1,0,"","","System","","","","","",""
"23.12.4.15","farmFingerprint64",0,1,0,"","","System","","","","","",""
"23.12.4.15","regionToTopContinent",0,\N,0,"","","System","","","","","",""
"23.12.4.15","intDiv",0,1,0,"","","System","","","","","",""
"23.12.4.15","cityHash64",0,1,0,"","","System","","","","","",""
"23.12.4.15","sipHash128Reference",0,1,0,"","","System","Like [sipHash128](#hash_functions-siphash128) but implements the 128-bit algorithm from the original authors of SipHash.","","","","hash:

``` sql
SELECT hex(sipHash128Reference('foo', '\x01', 3))
```

``` text

```
","Hash, Hash"
"23.12.4.15","sipHash128",0,1,0,"","","System","","","","","",""
"23.12.4.15","mapExtractKeyLike",0,1,0,"","","System","Returns a map with elements which key matches the specified pattern.","","","","mapExtractKeyLike:

``` sql
SELECT mapExtractKeyLike(map('k1-1', 1, 'k2-1', 2), 'k1%')
```

``` text

```
","Map, Map"
"23.12.4.15","sipHash128ReferenceKeyed",0,1,0,"","","System","Same as [sipHash128Reference](#hash_functions-siphash128reference) but additionally takes an explicit key argument instead of using a fixed key.","","","","hash:

``` sql
SELECT hex(sipHash128ReferenceKeyed((506097522914230528, 1084818905618843912),'foo', '\x01', 3));
```

``` text

```
","Hash, Hash"
"23.12.4.15","mapPartialSort",0,1,0,"","","System","The same as arrayReverseSort.","","","","mapPartialSort:

``` sql
SELECT mapPartialSort((k, v) -> v, 2, map('k1', 3, 'k2', 1, 'k3', 2))
```

``` text

```
","Map, Map"
"23.12.4.15","mapSort",0,1,0,"","","System","The same as arraySort.","","","","mapSort:

``` sql
SELECT mapSort((k, v) -> v, map('k1', 3, 'k2', 1, 'k3', 2))
```

``` text

```
","Map, Map"
"23.12.4.15","mapAll",0,1,0,"","","System","The same as arrayAll.","","","","mapAll:

``` sql
SELECT mapAll((k, v) -> v = 1, map('k1', 1, 'k2', 2))
```

``` text

```
","Map, Map"
"23.12.4.15","mapFilter",0,1,0,"","","System","The same as arrayFilter.","","","","mapFilter:

``` sql
SELECT mapFilter((k, v) -> v > 1, map('k1', 1, 'k2', 2))
```

``` text

```
","Map, Map"
"23.12.4.15","toIPv4",0,1,0,"","","System","","","","","",""
"23.12.4.15","mapValues",0,1,0,"","","System","Returns an array with the values of map.","","","","mapValues:

``` sql
SELECT mapValues(map('k1', 'v1', 'k2', 'v2'))
```

``` text

```
","Map, Map"
"23.12.4.15","mapConcat",0,1,0,"","","System","The same as arrayConcat.","","","","mapConcat:

``` sql
SELECT mapConcat(map('k1', 'v1'), map('k2', 'v2'))
```

``` text

```
","Map, Map"
"23.12.4.15","toDate32",0,1,0,"","","System","","","","","",""
"23.12.4.15","lowCardinalityIndices",0,1,0,"","","System","","","","","",""
"23.12.4.15","decrypt",0,1,0,"","","System","","","","","",""
"23.12.4.15","logTrace",0,1,0,"","","System","","","","","",""
"23.12.4.15","toInt16OrNull",0,1,0,"","","System","","","","","",""
"23.12.4.15","timeSlots",0,1,0,"","","System","","","","","",""
"23.12.4.15","mapContains",0,1,0,"","","System","Checks whether the map has the specified key.","","","","mapContains:

``` sql
SELECT mapContains(map('k1', 'v1', 'k2', 'v2'), 'k1')
```

``` text

```
","Map, Map"
"23.12.4.15","char",0,1,1,"","","System","","","","","",""
"23.12.4.15","h3EdgeAngle",0,1,0,"","","System","","","","","",""
"23.12.4.15","h3GetIndexesFromUnidirectionalEdge",0,1,0,"","","System","","","","","",""
"23.12.4.15","JSONExtractKeys",0,1,0,"","","System","","","","","",""
