"ch_version","name","is_aggregate","case_insensitive","alias_to","create_query","origin","description","syntax","arguments","returned_value","examples","categories"
"23.8.16.37","JSON_VALUE",0,0,"","","System","","","","","",""
"23.8.16.37","intHash64",0,0,"","","System","","","","","",""
"23.8.16.37","intHash32",0,0,"","","System","","","","","",""
"23.8.16.37","multiSearchFirstIndexUTF8",0,0,"","","System","","","","","",""
"23.8.16.37","getSetting",0,0,"","","System","","","","","",""
"23.8.16.37","isValidUTF8",0,0,"","","System","","","","","",""
"23.8.16.37","toUTCTimestamp",0,0,"","","System","","","","","",""
"23.8.16.37","endsWith",0,0,"","","System","","","","","",""
"23.8.16.37","toIntervalHour",0,0,"","","System","","","","","",""
"23.8.16.37","toIntervalMinute",0,0,"","","System","","","","","",""
"23.8.16.37","toIntervalMillisecond",0,0,"","","System","","","","","",""
"23.8.16.37","parseDateTime64BestEffortUSOrZero",0,0,"","","System","","","","","",""
"23.8.16.37","parseDateTime64BestEffortOrZero",0,0,"","","System","","","","","",""
"23.8.16.37","parseDateTime64BestEffort",0,0,"","","System","","","","","",""
"23.8.16.37","parseDateTime32BestEffort",0,0,"","","System","","","","","",""
"23.8.16.37","parseDateTimeBestEffortOrNull",0,0,"","","System","","","","","",""
"23.8.16.37","parseDateTimeBestEffortOrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toIPv6OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toIPv4OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toUUIDOrNull",0,0,"","","System","","","","","",""
"23.8.16.37","parseDateTimeBestEffort",0,0,"","","System","","","","","",""
"23.8.16.37","toDecimal128OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toDecimal64OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toDecimal32OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toDateTimeOrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toDate32OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toDateOrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toFloat64OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toInt256OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toInt128OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toInt64OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toUInt128OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toUInt64OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toUInt8OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","toIPv6OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toIPv4OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toDecimal256OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toDecimal64OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toDecimal32OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toDate32OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toDateOrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toFloat64OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toFloat32OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toInt128OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toInt64OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toInt16OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toUInt128OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toUInt32OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","toString",0,0,"","","System","","","","","",""
"23.8.16.37","toDateTime",0,0,"","","System","","","","","",""
"23.8.16.37","toDecimal128",0,0,"","","System","","","","","",""
"23.8.16.37","toDecimal64",0,0,"","","System","","","","","",""
"23.8.16.37","toFloat64",0,0,"","","System","","","","","",""
"23.8.16.37","toFloat32",0,0,"","","System","","","","","",""
"23.8.16.37","toInt128",0,0,"","","System","","","","","",""
"23.8.16.37","toInt32",0,0,"","","System","","","","","",""
"23.8.16.37","toInt8",0,0,"","","System","","","","","",""
"23.8.16.37","toUInt256",0,0,"","","System","","","","","",""
"23.8.16.37","toUInt64",0,0,"","","System","","","","","",""
"23.8.16.37","toDecimal32",0,0,"","","System","","","","","",""
"23.8.16.37","toUInt32",0,0,"","","System","","","","","",""
"23.8.16.37","toUInt8",0,0,"","","System","","","","","",""
"23.8.16.37","blockSize",0,0,"","","System","","","","","",""
"23.8.16.37","toUInt16",0,0,"","","System","","","","","",""
"23.8.16.37","isNotNull",0,0,"","","System","","","","","",""
"23.8.16.37","UUIDStringToNum",0,0,"","","System","","","","","",""
"23.8.16.37","roundDown",0,0,"","","System","","","","","",""
"23.8.16.37","trunc",0,1,"","","System","","","","","",""
"23.8.16.37","ceil",0,1,"","","System","","","","","",""
"23.8.16.37","roundBankers",0,0,"","","System","","","","","",""
"23.8.16.37","round",0,1,"","","System","","","","","",""
"23.8.16.37","regionToName",0,0,"","","System","","","","","",""
"23.8.16.37","toUUID",0,0,"","","System","","","","","",""
"23.8.16.37","regionToCountry",0,0,"","","System","","","","","",""
"23.8.16.37","regionToArea",0,0,"","","System","","","","","",""
"23.8.16.37","regionToCity",0,0,"","","System","","","","","",""
"23.8.16.37","cutQueryString",0,0,"","","System","","","","","",""
"23.8.16.37","BLAKE3",0,0,"","","System","
Calculates BLAKE3 hash string and returns the resulting set of bytes as FixedString.
This cryptographic hash-function is integrated into ClickHouse with BLAKE3 Rust library.
The function is rather fast and shows approximately two times faster performance compared to SHA-2, while generating hashes of the same length as SHA-256.
It returns a BLAKE3 hash as a byte array with type FixedString(32).
","","","","hash:

``` sql
SELECT hex(BLAKE3('ABC'))
```

``` text

```
","Hash, Hash"
"23.8.16.37","wyHash64",0,0,"","","System","","","","","",""
"23.8.16.37","xxHash32",0,0,"","","System","","","","","",""
"23.8.16.37","javaHashUTF16LE",0,0,"","","System","","","","","",""
"23.8.16.37","javaHash",0,0,"","","System","","","","","",""
"23.8.16.37","URLHash",0,0,"","","System","","","","","",""
"23.8.16.37","metroHash64",0,0,"","","System","","","","","",""
"23.8.16.37","farmHash64",0,0,"","","System","","","","","",""
"23.8.16.37","farmFingerprint64",0,0,"","","System","","","","","",""
"23.8.16.37","sipHash128Reference",0,0,"","","System","Like [sipHash128](#hash_functions-siphash128) but implements the 128-bit algorithm from the original authors of SipHash.","","","","hash:

``` sql
SELECT hex(sipHash128Reference('foo', '\x01', 3))
```

``` text

```
","Hash, Hash"
"23.8.16.37","sipHash128",0,0,"","","System","","","","","",""
"23.8.16.37","mapExtractKeyLike",0,0,"","","System","Returns a map with elements which key matches the specified pattern.","","","","mapExtractKeyLike:

``` sql
SELECT mapExtractKeyLike(map('k1-1', 1, 'k2-1', 2), 'k1%')
```

``` text

```
","Map, Map"
"23.8.16.37","sipHash128ReferenceKeyed",0,0,"","","System","Same as [sipHash128Reference](#hash_functions-siphash128reference) but additionally takes an explicit key argument instead of using a fixed key.","","","","hash:

``` sql
SELECT hex(sipHash128ReferenceKeyed((506097522914230528, 1084818905618843912),'foo', '\x01', 3));
```

``` text

```
","Hash, Hash"
"23.8.16.37","mapPartialSort",0,0,"","","System","The same as arrayReverseSort.","","","","mapPartialSort:

``` sql
SELECT mapPartialSort((k, v) -> v, 2, map('k1', 3, 'k2', 1, 'k3', 2))
```

``` text

```
","Map, Map"
"23.8.16.37","mapSort",0,0,"","","System","The same as arraySort.","","","","mapSort:

``` sql
SELECT mapSort((k, v) -> v, map('k1', 3, 'k2', 1, 'k3', 2))
```

``` text

```
","Map, Map"
"23.8.16.37","mapAll",0,0,"","","System","The same as arrayAll.","","","","mapAll:

``` sql
SELECT mapAll((k, v) -> v = 1, map('k1', 1, 'k2', 2))
```

``` text

```
","Map, Map"
"23.8.16.37","mapFilter",0,0,"","","System","The same as arrayFilter.","","","","mapFilter:

``` sql
SELECT mapFilter((k, v) -> v > 1, map('k1', 1, 'k2', 2))
```

``` text

```
","Map, Map"
"23.8.16.37","char",0,1,"","","System","","","","","",""
"23.8.16.37","mapContains",0,0,"","","System","Checks whether the map has the specified key.","","","","mapContains:

``` sql
SELECT mapContains(map('k1', 'v1', 'k2', 'v2'), 'k1')
```

``` text

```
","Map, Map"
"23.8.16.37","toIPv4",0,0,"","","System","","","","","",""
"23.8.16.37","mapValues",0,0,"","","System","Returns an array with the values of map.","","","","mapValues:

``` sql
SELECT mapValues(map('k1', 'v1', 'k2', 'v2'))
```

``` text

```
","Map, Map"
"23.8.16.37","mapConcat",0,0,"","","System","The same as arrayConcat.","","","","mapConcat:

``` sql
SELECT mapConcat(map('k1', 'v1'), map('k2', 'v2'))
```

``` text

```
","Map, Map"
"23.8.16.37","toDate32",0,0,"","","System","","","","","",""
"23.8.16.37","lowCardinalityIndices",0,0,"","","System","","","","","",""
"23.8.16.37","decrypt",0,0,"","","System","","","","","",""
"23.8.16.37","logTrace",0,0,"","","System","","","","","",""
"23.8.16.37","toInt16OrNull",0,0,"","","System","","","","","",""
"23.8.16.37","timeSlots",0,0,"","","System","","","","","",""
"23.8.16.37","stringToH3",0,0,"","","System","","","","","",""
"23.8.16.37","asinh",0,0,"","","System","","","","","",""
"23.8.16.37","cutWWW",0,0,"","","System","","","","","",""
"23.8.16.37","toInt8OrZero",0,0,"","","System","","","","","",""
"23.8.16.37","SHA1",0,0,"","","System","","","","","",""
"23.8.16.37","MD5",0,0,"","","System","","","","","",""
"23.8.16.37","halfMD5",0,0,"","","System","","","","","",""
"23.8.16.37","h3GetIndexesFromUnidirectionalEdge",0,0,"","","System","","","","","",""
"23.8.16.37","JSONExtractKeys",0,0,"","","System","","","","","",""
