"ch_version","name","value","changed"
"1.1.54127","max_rows_to_group_by","0",0
"1.1.54127","group_by_overflow_mode","throw",0
"1.1.54127","max_bytes_before_external_group_by","0",0
"1.1.54127","max_rows_to_sort","0",0
"1.1.54127","max_bytes_to_sort","0",0
"1.1.54127","sort_overflow_mode","throw",0
"1.1.54127","max_bytes_before_external_sort","0",0
"1.1.54127","max_result_rows","0",0
"1.1.54127","max_result_bytes","0",0
"1.1.54127","result_overflow_mode","throw",0
"1.1.54127","max_execution_time","0",0
"1.1.54127","timeout_overflow_mode","throw",0
"1.1.54127","min_execution_speed","0",0
"1.1.54127","timeout_before_checking_execution_speed","0",0
"1.1.54127","max_columns_to_read","0",0
"1.1.54127","max_temporary_columns","0",0
"1.1.54127","max_temporary_non_const_columns","0",0
"1.1.54127","max_subquery_depth","100",0
"1.1.54127","max_pipeline_depth","1000",0
"1.1.54127","max_ast_depth","1000",0
"1.1.54127","max_ast_elements","50000",0
"1.1.54127","readonly","0",0
"1.1.54127","max_rows_in_set","0",0
"1.1.54127","max_bytes_in_set","0",0
"1.1.54127","set_overflow_mode","throw",0
"1.1.54127","max_rows_in_join","0",0
"1.1.54127","max_bytes_in_join","0",0
"1.1.54127","join_overflow_mode","throw",0
"1.1.54127","max_rows_to_transfer","0",0
"1.1.54127","max_bytes_to_transfer","0",0
"1.1.54127","transfer_overflow_mode","throw",0
"1.1.54127","max_rows_in_distinct","0",0
"1.1.54127","max_bytes_in_distinct","0",0
"1.1.54127","distinct_overflow_mode","throw",0
"1.1.54127","max_memory_usage","10000000000",1
"1.1.54127","max_memory_usage_for_user","0",0
"1.1.54127","max_memory_usage_for_all_queries","0",0
"1.1.54127","max_network_bandwidth","0",0
"1.1.54127","max_network_bytes","0",0
